Title,LikeCount,date,year,Views
The transformative role of art during the pandemic,6400,2020-07-01,2020,215268
The future of digital communication and privacy,6900,2020-07-01,2020,232786
The tale of the boy who tricked the Devil,155000,2020-07-01,2020,5205355
The COVID-19 crisis is a chance to do capitalism differently,7000,2020-07-01,2020,233418
"""Peaceful Afternoon"" / ""Going To A Town""",512000,2020-07-01,2020,17127
How COVID-19 impacted a global tech company and spurred innovation,477000,2020-07-01,2020,15926
The greatest mathematician that never lived,78000,2020-07-01,2020,2636468
Africa is a sleeping giant -- I'm trying to wake it up,74000,2020-07-01,2020,2474430
The last chief of the Comanches and the fall of an empire,9400,2020-07-01,2020,315231
Can you solve the Ragnarok riddle?,143000,2020-07-01,2020,4797247
What do all languages have in common?,28000,2020-07-01,2020,945579
Oberammergau,36000,2020-07-01,2020,1226153
Scenes from a Black trans life,55000,2020-07-01,2020,1847399
Can beauty open our hearts to difficult conversations?,8300,2020-07-01,2020,277115
How the pandemic will shape the near future,139000,2020-07-01,2020,4650192
The courage to live with radical uncertainty,8300,2020-07-01,2020,277157
What foods did your ancestors love?,64000,2020-06-01,2020,2151924
Stop being a bystander in your own life,75000,2020-06-01,2020,2516503
"The trials, tribulations and timeline of a COVID-19 vaccine",7700,2020-06-01,2020,259837
3 ways we can redesign cities for equity and inclusion,56000,2020-06-01,2020,1891357
"How women will lead us to freedom, justice and peace",58000,2020-06-01,2020,1960325
"How organizations can create safe, inviting workplaces for returning employees",290000,2020-06-01,2020,NA
The beauty and complexity of finding common ground,18000,2020-06-01,2020,633310
How Dolly Parton led me to an epiphany,84000,2020-06-01,2020,2804365
The new urgency of climate change,72000,2020-06-01,2020,2411910
First person vs. Second person vs. Third person,27000,2020-06-01,2020,911694
The case to infect volunteers with COVID-19 to accelerate vaccine testing,62000,2020-06-01,2020,2089176
How to support and celebrate living artists,55000,2020-06-01,2020,1854465
A vision for the future of Afghanistan,8200,2020-06-01,2020,274869
"The Factory | Think Like A Coder, Ep 9",11000,2020-06-01,2020,371227
Why is colonialism (still) romanticized?,62000,2020-06-01,2020,2086650
A day in the life of a teenage samurai,39000,2020-06-01,2020,1304402
How digital innovation can fight pandemics and strengthen democracy,13000,2020-06-01,2020,440409
The aesthetics of survival,3300,2020-06-01,2020,111087
The necessity of normalizing queer love,16000,2020-06-01,2020,558165
The myths of gay adoption,18000,2020-06-01,2020,623439
"Why am I ""so gay?""",104000,2020-06-01,2020,3485357
A path to higher education and employment for refugees,16000,2020-06-01,2020,544577
How racial bias works -- and how to disrupt it,107000,2020-06-01,2020,3590178
What yoga does to your body and brain,98000,2020-06-01,2020,3298455
The new science of personalized vaccines,13000,2020-06-01,2020,444421
A dose of reality about generic drugs,12000,2020-06-01,2020,427105
Can steroids save your life?,10000,2020-06-01,2020,365614
The alliances needed to rebuild the developing world,6200,2020-06-01,2020,208127
My secret to staying focused under pressure,85000,2020-06-01,2020,2861218
How businesses can plan for the road to recovery,354000,2020-06-01,2020,11848
How fast can a vaccine be made?,35000,2020-06-01,2020,1196068
3 secrets of resilient people,161000,2020-06-01,2020,5378973
The restorative potential of nature's beauty,948000,2020-06-01,2020,31796
"""All Together Now""",272000,2020-06-01,2020,NA
How drawing can set you free,67000,2020-06-01,2020,2264012
What tech companies know about your kids,61000,2020-06-01,2020,2036153
Which voting system is the best?,32000,2020-06-01,2020,1075567
How to turn your dissatisfaction into action,67000,2020-06-01,2020,2253034
"The difference between being ""not racist"" and antiracist",90000,2020-06-01,2020,3007310
We need to green the economy while restarting it,58000,2020-06-01,2020,1938288
How flags unite (and divide) us,9700,2020-06-01,2020,325695
What can DNA tests really tell us about our ancestry?,32000,2020-06-01,2020,1098315
The bill has come due for the US's history of racism,5700,2020-06-01,2020,190783
How to channel your presence and energy into ending injustice,5600,2020-06-01,2020,189795
The US needs a radical revolution of values,37000,2020-06-01,2020,1264885
The ACLU's call to defund the police,4000,2020-06-01,2020,134681
How to see more and care less: The art of Georgia O'Keeffe,13000,2020-06-01,2020,446530
The economic benefits of climate action,7500,2020-06-01,2020,253419
5 steps to remove yourself from drama at work,77000,2020-06-01,2020,2601991
How to recognize your white privilege — and use it to fight inequality,14000,2020-06-01,2020,486717
A day in the life of a Peruvian shaman,23000,2020-06-01,2020,790626
The path to ending systemic racism in the US,76000,2020-06-01,2020,2534898
We need to address the real roots of racial violence,45000,2020-06-01,2020,1511156
How complex global organizations are adapting to our new reality,331000,2020-06-01,2020,11095
How tech companies can help combat the pandemic and reshape public health,10000,2020-06-01,2020,344755
The connective potential of poetry,1500,2020-06-01,2020,51979
"The link between climate change, health and poverty",9300,2020-06-01,2020,313129
How to quickly scale up contact tracing across the US,10000,2020-06-01,2020,347939
How to support witnesses of harassment and build healthier workplaces,57000,2020-06-01,2020,1920629
When is a pandemic over?,216000,2020-06-01,2020,7219217
"The new jobs of the future, and other insights on the changing workforce",1400,2020-06-01,2020,48028
The true cost of financial dependence,68000,2020-06-01,2020,2281617
"""Beautifully Out of Place""",306000,2020-06-01,2020,10213
The case for vermicomposting,276000,2020-05-01,2020,NA
"What COVID-19 means for the future of commerce, capitalism and cash",13000,2020-05-01,2020,435570
My story of love and loss as a transracial adoptee,62000,2020-05-01,2020,2086242
What is phantom traffic and why is it ruining your life?,19000,2020-05-01,2020,644086
Autofocusing reading glasses of the future,67000,2020-05-01,2020,2260778
How to raise kids who can overcome anxiety,16000,2020-05-01,2020,563974
The secret weapon against pandemics,57000,2020-05-01,2020,1904363
"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy",64000,2020-05-01,2020,2160952
"Why should you read ""Moby Dick""?",25000,2020-05-01,2020,843343
Let's make the world wild again,67000,2020-05-01,2020,2255172
How the US can address the tragedy of veteran suicide,64000,2020-05-01,2020,2138414
How do ventilators work?,81000,2020-05-01,2020,2720172
How to meaningfully reconnect with those who have dementia,9400,2020-05-01,2020,316102
Are we interrupting the kinky sex lives of fish?,60000,2020-05-01,2020,2013259
How to rebuild the global economy,9400,2020-05-01,2020,314765
Can you solve the world's most evil wizard riddle?,67000,2020-05-01,2020,2266179
Can we edit memories?,71000,2020-05-01,2020,2394341
How literature can help us develop empathy,4100,2020-05-01,2020,137577
How do you know if you have a virus?,21000,2020-05-01,2020,709226
"To overcome challenges, stop comparing yourself to others",112000,2020-05-01,2020,3754123
The language of being human,25000,2020-05-01,2020,845587
What is a coronavirus?,70000,2020-05-01,2020,2359902
Restoring human dignity at the US southern border,43000,2020-05-01,2020,1436861
"An ER doctor on triaging your ""crazy busy"" life",82000,2020-05-01,2020,2739043
A day in the life of an Aztec midwife,38000,2020-05-01,2020,1283559
The US is addicted to incarceration. Here's how to break the cycle,58000,2020-05-01,2020,1934696
Self-compassion for the self-critical,477000,2020-05-01,2020,16027
Why students should have mental health days,103000,2020-05-01,2020,3465255
Erotismo en la vejez,25000,2020-05-01,2020,854965
A virus detection network to stop the next pandemic,56000,2020-05-01,2020,1892842
How American and Chinese values shaped the coronavirus response,66000,2020-05-01,2020,2232502
"What causes opioid addiction, and why is it so tough to combat?",85000,2020-05-01,2020,2842087
What you need to know about face surveillance,64000,2020-05-01,2020,2154327
The cost of work stress -- and how to reduce it,84000,2020-05-01,2020,2813039
Which is better: Soap or hand sanitizer?,162000,2020-05-01,2020,5435052
The mental health benefits of storytelling for health care workers,56000,2020-05-01,2020,1898477
How we're using AI to discover new antibiotics,59000,2020-05-01,2020,1978549
What really happened during the Salem Witch Trials,181000,2020-05-01,2020,6046686
"A new way to ""grow"" islands and coastlines",8800,2020-05-01,2020,294084
This sea creature breathes through its butt,13000,2020-04-01,2020,450780
The electrifying speeches of Sojourner Truth,13000,2020-04-01,2020,466352
"The injustice of ""policing for profit"" -- and how to end it",62000,2020-04-01,2020,2076378
The dark history of IQ tests,67000,2020-04-01,2020,2261456
"Crisis support for the world, one text away",30000,2020-04-01,2020,1016955
A global pandemic calls for global solutions,69000,2020-04-01,2020,2300671
What happens if you cut down all of a city's trees?,61000,2020-04-01,2020,2073070
The benefits of expressing your emotions (constructively),10000,2020-04-01,2020,334472
The wildly complex anatomy of a sneaker,17000,2020-04-01,2020,587890
How to shift your mindset and choose your future,88000,2020-04-01,2020,2947339
An ode to living on Earth,66000,2020-04-01,2020,2233213
What's missing from the American immigrant narrative,61000,2020-04-01,2020,2057054
An evolutionary perspective on human health and disease,62000,2020-04-01,2020,2085965
What's the point(e) of ballet?,12000,2020-04-01,2020,401926
"Spectacular, glorious, musical wizardry",19000,2020-04-01,2020,648713
"How to co-parent as allies, not adversaries",65000,2020-04-01,2020,2198638
How to use creative writing to bear witness,1800,2020-04-01,2020,61101
"The Gauntlet | Think Like A Coder, Ep 8",14000,2020-04-01,2020,475271
"How to find ""flow"" (and lose yourself in it)",4000,2020-04-01,2020,135665
First step to collaboration? Don't be so defensive!,22000,2020-04-01,2020,741819
Racism has a cost for everyone,76000,2020-04-01,2020,2555149
"How to spark your curiosity, scientifically",15000,2020-04-01,2020,522989
The bug that poops candy,119000,2020-04-01,2020,4009310
The hidden life of Rosa Parks,17000,2020-04-01,2020,588887
"The wonders of the molecular world, animated",15000,2020-04-01,2020,504022
The galactic recipe for a living planet,13000,2020-04-01,2020,459182
How the coronavirus pandemic is changing the world,30000,2020-04-01,2020,1026353
How the coronavirus is impacting India -- and what needs to happen next,7500,2020-04-01,2020,252945
Investing in health care workers strengthens communities,265000,2020-04-01,2020,NA
What coronavirus means for the global economy,71000,2020-04-01,2020,2384492
How does alcohol make you drunk?,252000,2020-04-01,2020,8425549
A global hackathon to take on the coronavirus pandemic,7700,2020-04-01,2020,259074
How understanding divorce can help your marriage,91000,2020-04-01,2020,3038333
How health workers are responding to the COVID-19 pandemic,10000,2020-04-01,2020,341127
A history of Indigenous languages -- and how to revitalize them,62000,2020-04-01,2020,2087902
How the Monkey King escaped the underworld,50000,2020-04-01,2020,1690153
An ethical plan for ending the pandemic and restarting the economy,65000,2020-04-01,2020,2174294
The art forger who tricked the Nazis,52000,2020-04-01,2020,1737947
"In uncertain times, think like a mother",67000,2020-04-01,2020,2234973
The intangible effects of walls,64000,2020-04-01,2020,2138748
It's OK to feel overwhelmed. Here's what to do next,90000,2020-04-01,2020,3002651
"""Accept Who I Am""",977000,2020-04-01,2020,32607
What it's really like to have autism,72000,2020-04-01,2020,2433043
Can you solve the sea monster riddle?,75000,2020-04-01,2020,2517568
Why sleep matters now more than ever,74000,2020-04-01,2020,2498086
"How to make pandemics optional, not inevitable",10000,2020-04-01,2020,344349
How you can help save the monarch butterfly -- and the planet,34000,2020-04-01,2020,1149208
History vs. Sigmund Freud,60000,2020-03-01,2020,2031318
How we can navigate the coronavirus pandemic with courage and hope,10000,2020-03-01,2020,359536
How forgiveness can create a more just legal system,59000,2020-03-01,2020,1992956
How to create meaningful connections while apart,10000,2020-03-01,2020,362344
How the world's longest underwater tunnel was built,105000,2020-03-01,2020,3527417
Et si la bière était féminine ? | Elisabeth Pierre | TEDxToulouse,152000,2020-03-01,2020,NA
The overlooked legacy of Hollywood's first women directors,1100,2020-03-01,2020,37607
The pioneering women who helped create modern computing,606000,2020-03-01,2020,20254
The quest for the coronavirus vaccine,19000,2020-03-01,2020,641571
Indigenous knowledge meets science to take on climate change,39000,2020-03-01,2020,1326596
What the world can learn from China's response to the coronavirus,73000,2020-03-01,2020,2454876
What is schizophrenia?,289000,2020-03-01,2020,9667769
2 questions to uncover your passion -- and turn it into a career,95000,2020-03-01,2020,3176061
How we must respond to the coronavirus pandemic,261000,2020-03-01,2020,8703425
"Simple, effective tech to connect communities in crisis",61000,2020-03-01,2020,2035439
Why isn't the Netherlands underwater?,108000,2020-03-01,2020,3612254
A camera that can see around corners,11000,2020-03-01,2020,375025
How to be your best self in times of crisis,85000,2020-03-01,2020,2856614
Who was the world's first author?,23000,2020-03-01,2020,775185
"The weird history of the ""sex chromosomes""",49000,2020-03-01,2020,1644412
"Go ahead, dream about the future",115000,2020-03-01,2020,3889264
The imaginary king who changed the real world,39000,2020-03-01,2020,1331389
How repaying loans with social service transforms communities,55000,2020-03-01,2020,1843405
"Without farmers, you'd be hungry, naked and sober",64000,2020-03-01,2020,2152559
Are you an ideal team player?,20000,2020-03-01,2020,682262
How one scientist took on the chemical industry,13000,2020-03-01,2020,462882
A fascinating time capsule of human feelings toward AI,60000,2020-03-01,2020,2009725
Why COVID-19 is hitting us now -- and how to prepare for the next outbreak,108000,2020-03-01,2020,3615297
How can we control the coronavirus pandemic?,30000,2020-03-01,2020,1028153
How can we solve the antibiotic resistance crisis?,33000,2020-03-01,2020,1135561
A campaign for period positivity,54000,2020-03-01,2020,1811858
How we could change the planet's climate future,69000,2020-03-01,2020,2324879
"The beautiful, mysterious science of how you hear",13000,2020-03-01,2020,462621
¿Cuándo te importa mi silla de ruedas?,2300,2020-03-01,2020,78961
The tale of the doctor who defied Death,212000,2020-03-01,2020,7094527
Why it's so hard to talk about the N-word,67000,2020-03-01,2020,2265638
The dangers of a noisy ocean -- and how we can quiet it down,45000,2020-03-01,2020,1531946
The meaning of life according to Simone de Beauvoir,50000,2020-03-01,2020,1685036
The real reason you procrastinate,83000,2020-03-01,2020,2776849
How menopause affects the brain,122000,2020-03-01,2020,4077046
What happens when a Silicon Valley technologist works for the government,44000,2020-03-01,2020,1491274
"What's a squillo, and why do opera singers need it?",16000,2020-03-01,2020,535792
The gender-fluid history of the Philippines,60000,2020-03-01,2020,2010365
How women are revolutionizing Rwanda,50000,2020-03-01,2020,1671786
NASA's first software engineer: Margaret Hamilton,11000,2020-03-01,2020,398475
What investigating neural pathways can reveal about mental health,74000,2020-03-01,2020,2475528
How a miniaturized atomic clock could revolutionize space exploration,61000,2020-03-01,2020,2053086
Art that reveals how technology frames reality,12000,2020-03-01,2020,420816
What we do (and don't) know about the coronavirus,71000,2020-03-01,2020,2369161
Can you solve the death race riddle?,49000,2020-03-01,2020,1657832
"When local news dies, so does democracy",95000,2020-03-01,2020,3189516
The Egyptian myth of Isis and the seven scorpions,72000,2020-03-01,2020,2411414
How to turn climate anxiety into action,65000,2020-03-01,2020,2199109
What you need to know about stalkerware,107000,2020-02-01,2020,3587378
"The Tower of Epiphany | Think Like A Coder, Ep 7",14000,2020-02-01,2020,500898
How bumble bees inspired a network of tiny museums,59000,2020-02-01,2020,1991571
3 ways to uproot a culture of corruption,65000,2020-02-01,2020,2173485
How technology has changed what it's like to be deaf,92000,2020-02-01,2020,3091335
How to design gender bias out of your workplace,71000,2020-02-01,2020,2397831
Why do people fear the wrong things?,26000,2020-02-01,2020,879682
Management lessons from Chinese business and philosophy,66000,2020-02-01,2020,2201444
"Vultures: The acid-puking, plague-busting heroes of the ecosystem",43000,2020-02-01,2020,1460465
What if a single human right could change the world?,65000,2020-02-01,2020,2199355
The real story of the Black Panther Party,37000,2020-02-01,2020,1249464
How volumetric video brings a new dimension to filmmaking,10000,2020-02-01,2020,349010
How I claimed a seat at the periodic table,1100,2020-02-01,2020,38230
The secret messages of Viking runestones,22000,2020-02-01,2020,751167
Why you should get paid for your data,100000,2020-02-01,2020,3356181
How do blood transfusions work?,22000,2020-02-01,2020,743558
This is your brain on air pollution,15000,2020-02-01,2020,518464
"The beautiful, hard work of co-parenting",49000,2020-02-01,2020,1642042
A brief tour of the last 4 billion years (dinosaurs not included),48000,2020-02-01,2020,1626994
For the love of fangirls,42000,2020-02-01,2020,1432812
How surfboards connect us to nature,10000,2020-02-01,2020,336200
The power of the Afro pick,12000,2020-02-01,2020,411764
Why books are here to stay,22000,2020-02-01,2020,765341
Why 1.5 billion people eat with chopsticks,64000,2020-02-01,2020,2169913
The function and fashion of eyeglasses,11000,2020-02-01,2020,389946
How the compass unlocked the world,12000,2020-02-01,2020,411987
The evolution of the coffee cup lid,10000,2020-02-01,2020,364296
Why pasta comes in all shapes and sizes,15000,2020-02-01,2020,503428
How symbols and brands shape our humanity,68000,2020-02-01,2020,2300453
How to revive and empower local communities,1000,2020-02-01,2020,34518
Online predators spread fake porn of me. Here's how I fought back,14000,2020-02-01,2020,479073
"The legend of Annapurna, Hindu goddess of nourishment",108000,2020-02-01,2020,3617689
What a nun can teach a scientist about ecology,51000,2020-02-01,2020,1702613
How teachers can help students navigate trauma,73000,2020-02-01,2020,2466566
Epic Engineering: Building the Brooklyn Bridge,43000,2020-02-01,2020,1456163
"How online marketplaces can help local economies, not hurt them",70000,2020-02-01,2020,2358635
The accident that changed the world,36000,2020-02-01,2020,1216183
Why immigration prisons aren't the answer,956000,2020-02-01,2020,31965
Imaginative sculptures that explore how we perceive reality,7300,2020-02-01,2020,243909
5 ways to create stronger connections,23000,2020-02-01,2020,790402
How to know if it's time to change careers,28000,2020-02-01,2020,964004
3 things new parents should consider before going back to work,8900,2020-02-01,2020,297188
6 ways to improve your relationship with money,25000,2020-02-01,2020,851380
The secret to giving great feedback,64000,2020-02-01,2020,2177780
How to embrace emotions at work,30000,2020-02-01,2020,1015241
How burnout makes us less creative,23000,2020-02-01,2020,796958
How to make faster decisions,39000,2020-02-01,2020,1319311
The art and science of special effects,1500,2020-02-01,2020,52099
How I bring imagined worlds to life,322000,2020-02-01,2020,10774
Everything changed when the fire crystal got stolen,65000,2020-02-01,2020,2197921
How history erases women,1200,2020-02-01,2020,41356
How bees can keep the peace between elephants and humans,74000,2020-02-01,2020,2471475
What if the poor were part of city planning?,15000,2020-02-01,2020,516267
The science of friction -- and its surprising impact on our lives,70000,2020-02-01,2020,2358836
The health benefits of clowning around,12000,2020-02-01,2020,410056
Do politics make us irrational?,20000,2020-02-01,2020,696198
Tiny robots with giant potential,11000,2020-02-01,2020,367708
"The life, legacy & assassination of an African revolutionary",14000,2020-02-01,2020,469262
The real story of Rosa Parks -- and why we need to confront myths about Black history,70000,2020-02-01,2020,2355284
Usando la fotografía para celebrar los diferentes tonos y colores de la humanidad,1900,2020-02-01,2020,66250
Dictators hate political cartoons -- so I keep drawing them,14000,2020-01-01,2020,472667
"The Chasm | Think Like A Coder, Ep 6",14000,2020-01-01,2020,482184
Parasitic worms hold back human progress. Here's how we can end them,10000,2020-01-01,2020,338670
How humans and AI can work together to create better businesses,71000,2020-01-01,2020,2379334
How virtual reality turns students into scientists,16000,2020-01-01,2020,554076
"A new type of medicine, custom-made with tiny proteins",56000,2020-01-01,2020,1877924
Licking bees and pulping trees: The reign of a wasp queen,91000,2020-01-01,2020,3049192
How bones make blood,27000,2020-01-01,2020,917456
How the magic of kindness helped me survive the Holocaust,77000,2020-01-01,2020,2596999
Why we should embrace aging as an adventure,3100,2020-01-01,2020,105476
A holographic meeting platform for collaborating from anywhere,713000,2020-01-01,2020,23784
What ocean microbes reveal about the changing climate,58000,2020-01-01,2020,1939457
"""Neghmat Erriah"" / ""Ghounia""",106000,2020-01-01,2020,NA
"""Jamie Raeburn"" / ""Baloo Baleerie"" / ""Twa recruitin Sergeants""",41000,2020-01-01,2020,NA
"""Wahala"" / ""Make You No Forget"" / ""Best I Can""",102000,2020-01-01,2020,NA
"Entropy, order and the theory of the multiverse",158000,2020-01-01,2020,NA
"""Meditation from Thais""",302000,2020-01-01,2020,10119
How we can bring AI personalities to life,442000,2020-01-01,2020,14821
Parenting in the digital age,1100,2020-01-01,2020,39374
Tales of a Zimbabwean comedian,422000,2020-01-01,2020,14107
Three stories of Scotland,438000,2020-01-01,2020,14655
A historical journey through loneliness,593000,2020-01-01,2020,19839
The unpaid work that GDP ignores -- and why it really counts,112000,2020-01-01,2020,3761483
Why is cotton in everything?,67000,2020-01-01,2020,2244073
Does photographing a moment steal the experience from you?,49000,2020-01-01,2020,1655544
A personal health coach for those living with chronic diseases,65000,2020-01-01,2020,2175391
Are indoor vertical farms the future of agriculture?,77000,2020-01-01,2020,2596349
What was so special about Viking ships?,32000,2020-01-01,2020,1080824
How designing brand-new enzymes could change the world,10000,2020-01-01,2020,348000
The importance of using inclusive language,2700,2020-01-01,2020,92789
Why can't we talk about periods?,96000,2020-01-01,2020,3204205
A path to security for the world's deadliest countries,39000,2020-01-01,2020,1314461
"Mating frenzies, sperm hoards, and brood raids: the life of a fire ant queen",145000,2020-01-01,2020,4870064
Why are drug prices so high? Investigating the outdated US patent system,69000,2020-01-01,2020,2312457
La magia de los palíndromos,3700,2020-01-01,2020,125029
Why we collect things,1800,2020-01-01,2020,62873
How supply chain transparency can help the planet,61000,2020-01-01,2020,2051426
How guest worker visas could transform the US immigration system,59000,2020-01-01,2020,1983426
The perks of being a pirate,81000,2020-01-01,2020,2715729
"The Artists | Think Like A Coder, Ep 5",14000,2020-01-01,2020,469804
"Why ""biofabrication"" is the next industrial revolution",71000,2020-01-01,2020,2397148
A swarm of mini drones makes ... magic!,20000,2020-01-01,2020,680857
Can you solve the dragon jousting riddle?,75000,2020-01-01,2020,2511538
Climate change will displace millions. Here's how we prepare,109000,2020-01-01,2020,3652423
What a digital government looks like,72000,2020-01-01,2020,2429065
The mysterious life and death of Rasputin,109000,2020-01-01,2020,3644963
The secret weapon that let dinosaurs take over the planet,13000,2020-01-01,2020,448050
The urgent case for antibiotic-free animals,66000,2020-01-01,2020,2231466
Could a breathalyzer detect cancer?,7400,2020-01-01,2020,247523
The search for dark matter -- and what we've found so far,28000,2020-01-01,2020,954138
"The past, present and future of nicotine addiction",70000,2020-01-01,2020,2364947
"The ""opportunity gap"" in US public education -- and how to close it",76000,2020-01-01,2020,2552178
"To challenge the status quo, find a ""co-conspirator""",45000,2020-01-01,2020,1521500
A brief history of alcohol,178000,2020-01-01,2020,5964447
Dangerous times call for dangerous women,64000,2020-01-01,2020,2147955
The beautiful balance between courage and fear,78000,2019-12-01,2019,2611497
Why winning doesn't always equal success,126000,2019-12-01,2019,4211777
How to turn off work thoughts during your free time,111000,2019-12-01,2019,3713637
The philosophy of cynicism,95000,2019-12-01,2019,3188856
How civilization could destroy itself -- and 4 ways we could prevent it,77000,2019-12-01,2019,2577721
¿Como será el cine del futuro?,384000,2019-12-01,2019,12854
The importance of queer allyship in the classroom,450000,2019-12-01,2019,15133
What we're getting wrong in the fight to end hunger,66000,2019-12-01,2019,2231178
How we can protect truth in the age of misinformation,75000,2019-12-01,2019,2502269
"Why should you read ""Dune"" by Frank Herbert?",158000,2019-12-01,2019,5305635
Your body was forged in the spectacular death of stars,66000,2019-12-01,2019,2232211
"Why should you read ""The Joy Luck Club"" by Amy Tan?",9500,2019-12-01,2019,318319
How the gut microbes you're born with affect your lifelong health,76000,2019-12-01,2019,2553806
The cost of failing to design accessibly,545000,2019-12-01,2019,18225
Why lakes and rivers should have the same rights as humans,104000,2019-12-01,2019,3482128
"To help solve global problems, look to developing countries",51000,2019-12-01,2019,1718146
"Why should you read ""Lord of the Flies"" by William Golding?",98000,2019-12-01,2019,3290825
A guide to collaborative leadership,77000,2019-12-01,2019,2580784
How we can turn the tide on climate,65000,2019-12-01,2019,2192091
Hacking bacteria to fight cancer,14000,2019-12-01,2019,487959
"What is economic value, and who creates it?",76000,2019-12-01,2019,2540194
The paradox of efficiency,64000,2019-12-01,2019,2151219
Why I protest for climate justice,57000,2019-12-01,2019,1917332
Can time be wasted?,903000,2019-12-01,2019,30328
The unforeseen consequences of a fast-paced world,70000,2019-12-01,2019,2353218
"The Train Heist | Think Like A Coder, Ep 4",17000,2019-12-01,2019,568803
What we can learn from the history of feminism,1400,2019-12-01,2019,48998
The profound power of an authentic apology,75000,2019-12-01,2019,2533741
How does chemotherapy work?,154000,2019-12-01,2019,5170997
A video game that helps us understand loneliness,71000,2019-12-01,2019,2388911
The problem of light pollution -- and 5 ridiculously easy ways to fix it,62000,2019-12-01,2019,2083350
Why doesn't the Leaning Tower of Pisa fall over?,152000,2019-12-01,2019,5106793
3 ways to be a more effective fundraiser,70000,2019-12-01,2019,2333968
How I'm using biological data to tell better stories -- and spark social change,61000,2019-12-01,2019,2038207
How corn conquered the world,69000,2019-12-01,2019,2339170
Is marijuana bad for your brain?,273000,2019-12-01,2019,9153993
How I use art to tackle plastic pollution in our oceans,10000,2019-12-01,2019,362858
Our history and future in ice,440000,2019-11-01,2019,14716
The incredible chemistry powering your smartphone,69000,2019-11-01,2019,2333588
The lifetime stakes of teen mental health,5400,2019-11-01,2019,182710
How you can use impostor syndrome to your benefit,105000,2019-11-01,2019,3517175
7 beliefs that can silence women -- and how to unlearn them,17000,2019-11-01,2019,596839
Can you outsmart this logical fallacy?,58000,2019-11-01,2019,1968910
Why I draw with robots,8900,2019-11-01,2019,298994
Why we should all try therapy,7400,2019-11-01,2019,247771
The search for our solar system's ninth planet,87000,2019-11-01,2019,2915038
"History's ""worst"" nun",260000,2019-11-01,2019,8710238
How to save a language from extinction,68000,2019-11-01,2019,2276762
What birdspotting can teach us about conservation,351000,2019-11-01,2019,11785
"A creative solution for the water crisis in Flint, Michigan",66000,2019-11-01,2019,2218250
3 questions we should ask about nuclear weapons,61000,2019-11-01,2019,2035383
How does laser eye surgery work?,196000,2019-11-01,2019,6558268
Why it's so hard to make healthy decisions,102000,2019-11-01,2019,3401544
5 steps for clean air in India,8100,2019-11-01,2019,272209
"The Furnace Bots | Think Like A Coder, Ep 3",18000,2019-11-01,2019,603699
Como hablar con otros que piensan distinto,75000,2019-11-01,2019,2536060
A new Netflix-style pricing model that could make medical treatments affordable for all,483000,2019-11-01,2019,16128
How to change your behavior for the better,124000,2019-11-01,2019,4154166
Why gender-based marketing is bad for business,75000,2019-11-01,2019,2531858
Why we need to stop stigmatizing mothers who do sex work,648000,2019-11-01,2019,21641
How the Industrial Revolution changed childhood,1900,2019-11-01,2019,64653
The myth of Loki and the master builder,72000,2019-11-01,2019,2418561
What's really happening at the US-Mexico border -- and how we can do better,65000,2019-11-01,2019,2183842
How can we support the emotional well-being of teachers?,83000,2019-11-01,2019,2790210
What it's like to live on the International Space Station,16000,2019-11-01,2019,535072
"3 ways to lead tough, unavoidable conversations",10000,2019-11-01,2019,336202
Trash or historical artifact?,332000,2019-11-01,2019,11104
"In the war for information, will quantum computers defeat cryptographers?",68000,2019-11-01,2019,2279661
Small rockets are the next space revolution,14000,2019-11-01,2019,469345
The dangers of mixing drugs,88000,2019-11-01,2019,2964887
How India's local recyclers could solve plastic pollution,8800,2019-11-01,2019,296109
Why do humans have a third eyelid?,58000,2019-11-01,2019,1943077
Hope and justice for women who've survived ISIS,53000,2019-11-01,2019,1796451
Why haven't we cured arthritis?,15000,2019-11-01,2019,532609
A historical musical that examines Black identity in the 1901 World's Fair,63000,2019-11-01,2019,2111894
"Urban architecture inspired by mountains, clouds and volcanoes",13000,2019-11-01,2019,446562
What obligation do social media platforms have to the greater good?,62000,2019-11-01,2019,2082764
"""Sleep Sleep Beauty Bright""",337000,2019-11-01,2019,11253
"An excerpt from ""Figuring""",193000,2019-11-01,2019,NA
"""Follow the Sound""",261000,2019-11-01,2019,NA
Our immigration conversation is broken -- here's how to have a better one,62000,2019-11-01,2019,2086238
What happens to people in solitary confinement,71000,2019-11-01,2019,2393245
Game theory challenge: Can you predict human behavior?,45000,2019-11-01,2019,1526683
The Amazon belongs to humanity -- let's protect it together,7400,2019-11-01,2019,250234
How I sued Cambridge Analytica over my personal data,1800,2019-11-01,2019,62521
What open water swimming taught me about resilience,16000,2019-11-01,2019,568695
The Taino myth of the cursed creator,42000,2019-11-01,2019,1411193
The business case for working with your toughest critics,47000,2019-11-01,2019,1569978
The next software revolution: programming biological cells,79000,2019-11-01,2019,2641492
How changing your story can change your life,178000,2019-11-01,2019,5946142
Are the Illuminati real?,140000,2019-10-01,2019,4710369
What vaccinating vampire bats can teach us about pandemics,66000,2019-10-01,2019,2231311
What productive conflict can offer a workplace,64000,2019-10-01,2019,2136436
Michael Tubbs on politics as a force for good,756000,2019-10-01,2019,25597
Why do Americans vote on Tuesdays?,991000,2019-10-01,2019,33111
Lessons from fungi on markets and economics,59000,2019-10-01,2019,1969281
